Artists,Album,Date,Year,Score,Tags,Genres
rick ross,MASTERMIND,9-Mar-14,2014,-1,"['maybach', 'pop rap, hip hop, southern hip hop']","hip hop,pop"
"21 savage<,>metro boomin",Savage Mode,20-Jul-16,2016,-1,"['savage mode', 'mixtape', 'slaughter gang', 'rap', 'hip hop', 'southern', 'trap']",hip hop
blink-182,California,9-Jul-16,2016,-1,"['bmg', 'rock', 'pop punk', 'alternative rock']","pop,rock,punk"
corey feldman,Angelic 2 the Core,27-Sep-16,2016,-1,"['cifi', 'pop', 'dance pop', 'funk metal', 'hip house', 'funk rock', 'other']","pop,dance,house,funk,rock,metal"
desiigner,New English,2-Jul-16,2016,-1,"['mixtape', 'tidal', 'rap', 'hip hop', 'trap']",hip hop
meshuggah,The Violent Sleep of Reason,13-Oct-16,2016,-1,"['nuclear blast', 'loud rock', 'sweden', 'djent', 'progressive metal']","rock,metal"
post malone,Stoney,14-Dec-16,2016,-1,"['universal', 'rap', 'hip hop', 'trap', 'pop rap', 'alternative r&b']","hip hop,pop,r&b"
skillet,Unleashed,9-Aug-16,2016,-1,"['atlantic', 'rock', 'christian', 'hard rock', 'alternative metal']","rock,metal"
tove lo,Lady Wood,9-Nov-16,2016,-1,"['island', 'sweden', 'pop', 'electropop', 'synthpop', 'dance pop']","pop,dance"
trisha paytas,Showtime EP,14-Sep-16,2016,-1,"['ep', 'self-released', 'pop']",pop
future,HNDRXX,27-Feb-17,2017,-1,"['freebandz', 'rap', 'hip hop', 'pop rap', 'trap', 'contemporary r&b']","hip hop,pop,r&b"
lil dicky,I'm Brain,19-Sep-17,2017,-1,"[""i'm brain"", 'ep', 'rap', 'hip hop', 'trap', 'contemporary r&b', 'comedy rap', 'novelty']","hip hop,r&b"
lil peep,"Come Over When You're Sober, Pt. 1",18-Aug-17,2017,-1,"['self-released', 'rap', 'hip hop', 'trap', 'cloud rap', 'emo']",hip hop
linkin park,One More Light,25-May-17,2017,-1,"['warner bros', 'pop', 'pop rock', 'electropop']","pop,rock"
the chainsmokers,Memories... Do Not Open,14-Apr-17,2017,-1,"['disruptor', 'pop', 'synthpop', 'electropop', 'tropical', 'house', 'trap', 'hip hop']","hip hop,pop,house"
wendy's,We Beefin?,25-Mar-18,2018,-1,"['we beefin', 'mixtape', 'ep', 'rap', 'hip hop', 'novelty', 'trap']",hip hop
fall out boy,Mania,27-Jan-18,2018,-1,"['island', 'pop', 'pop rock', 'electropop']","pop,rock"
godsmack,When Legends Rise,12-Jun-18,2018,-1,"['loud rock', 'alternative metal', 'post-grunge']","rock,metal"
greta van fleet,Anthem of the Peaceful Army,29-Oct-18,2018,-1,"['republic', 'rock', 'hard rock', 'led zeppelin']",rock
imagine dragons,Origins,14-Nov-18,2018,-1,"['interscope', 'pop', 'pop rock', 'electropop']","pop,rock"
lil baby & gunna,Drip Harder,13-Oct-18,2018,-1,"['drip harder', 'collaboration', 'ysl', 'quality control music', 'rap', 'hip hop', 'trap']",hip hop
lil xan,Total Xanarchy,9-Apr-18,2018,-1,"['columbia', 'rap', 'hip hop', 'trap', 'soundcloud']",hip hop
nav,Reckless,24-May-18,2018,-1,"['xo', 'rap', 'hip hop', 'trap', 'r&b']","hip hop,r&b"
ajr,Neotheater,1-Jul-19,2019,-1,"['bmg', 'pop', 'electropop', 'millennial pop']",pop
dj khaled,Father of Asahd,2-Jun-19,2019,-1,"['we the best', 'rap', 'hip hop', 'pop rap']","hip hop,pop"
doug walker,Nostalgia Critic's The Wall,25-Sep-19,2019,-1,"['nostalgia critic', 'the wall', 'self-released', 'rock opera', 'parody']",rock
ed sheeran,No.6 Collaborations Project,17-Jul-19,2019,-1,"['atlantic', 'collab', 'collaboration', 'pop', 'rap', 'hip hop']","hip hop,pop"
highly suspect,MCID,6-Nov-19,2019,-1,"['300 entertainment', 'alternative rock', 'electropop', 'rap', 'rock', 'hip hop']","hip hop,pop,rock"
logic,Supermarket,28-Mar-19,2019,-1,"['soundtrack', 'visionary music group', 'pop', 'indie', 'pop rock', 'rap', 'alternative rock', 'hip hop']","hip hop,pop,rock"
nav,Bad Habits,26-Mar-19,2019,-1,"['xo', 'rap', 'hip hop', 'trap']",hip hop
trippie redd,!,19-Aug-19,2019,-1,"['exclamation mark', 'tenthousand projects', 'rap', 'hip hop', 'emo', 'trap', 'pop rap']","hip hop,pop"
xxxtentacion,Bad Vibes Forever,10-Dec-19,2019,-1,"['rap', 'hip hop', 'emo', 'indie folk', 'trap']","hip hop,folk"
danzig,Sings Elvis,27-Apr-20,2020,-1,"['covers', 'cover', 'cleopatra', 'rock', 'rockabilly']",rock
g-eazy,Everything's Strange Here,4-Jul-20,2020,-1,"['rca', 'rap', 'hip hop', 'indie', 'emo', 'electropop', 'r&b', 'alternative']","hip hop,pop,r&b"
glass animals,Dreamland,12-Aug-20,2020,-1,"['wolf tone', 'pop', 'indie', 'trap', 'indietronic', 'hip hop']","hip hop,pop"
joyner lucas,ADHD,3-Apr-20,2020,-1,"['rap', 'hip hop', 'lyrical miracle']",hip hop
justin bieber,Changes,17-Feb-20,2020,-1,"['def jam', 'contemporary r&b', 'trap', 'pop', 'hip hop']","hip hop,pop,r&b"
lil baby,My Turn,3-Mar-20,2020,-1,"['quality control music', 'rap', 'hip hop', 'trap']",hip hop
machine gun kelly,Tickets to My Downfall,29-Sep-20,2020,-1,"['tickets to my downfall', 'bad boy', 'rock', 'pop punk', 'emo', 'shitpost', 'meme']","pop,rock,punk"
nav,Good Intentions / Brown Boy 2,12-May-20,2020,-1,"['brown boy 2', 'xo', 'rap', 'hip hop', 'trap', 'pop rap']","hip hop,pop"
nav,Emergency Tsunami,11-Nov-20,2020,-1,"['mixtape', 'xo', 'rap', 'hip hop', 'trap', 'pop rap']","hip hop,pop"
trapt,Shadow Work,15-Aug-20,2020,-1,"['headstrong', 'list', 'meme', 'shitpost', 'alternative metal', 'rock', 'post-grunge', 'nu metal']","rock,metal"
architects,For Those That Wish to Exist,4-Mar-21,2021,-1,"['epitaph', 'loud rock', 'metalcore', 'djent', 'alternative metal', 'symphonic']","rock,metal"
death grips,Art Sec. KO,1-Apr-21,2021,-1,"['shitpost', 'april fools']",
hobo johnson,The Revenge of Hobo Johnson,8-Jul-21,2021,-1,"['self-released', 'anti-folk', 'spoken word']",folk
planningtorock,ALL LOVE'S LEGAL,1-Apr-14,2014,0,"['human level', 'art pop, synth pop, avant-dance pop, gender-neutral pop, danceable music with a fluid sexuality']","pop,dance"
kid cudi,Speedin' Bullet 2 Heaven,5-Dec-15,2015,0,"['republic', 'rock', 'grunge-hop', '0/10']",rock
chance the rapper,The Big Day,30-Jul-19,2019,0,"['self-released', 'rap', 'hip hop', 'pop rap', 'gospel', 'neo-soul', 'contemporary r&b', '0/10']","hip hop,pop,r&b,soul"
green day,Father of All Motherfuckers,10-Feb-20,2020,0,"['reprise', 'rock', 'pop rock', '0/10']","pop,rock"
dance gavin dance,INSTANT GRATIFICATION,20-Apr-15,2015,1,"['rise records', 'post-hardcore, math rock']",rock
miley cyrus,Miley Cyrus & Her Dead Petz,4-Sep-15,2015,1,"['mike will made it', 'dead petz', 'self-released', 'pop', 'neo-psychedelia', '1/10']",pop
bladee,Red Light,21-Jun-18,2018,1,"['year00001', 'rap', 'hip hop', 'cloud rap', 'alternative r&b', 'trap', '1/10']","hip hop,r&b"
93punx,93PUNX,1-Sep-19,2019,1,"['roc nation', 'rock', 'rap', 'pop punk', 'emo', 'trap', '1/10', 'hip hop']","hip hop,pop,rock,punk"
logic,Confessions of a Dangerous Mind,17-May-19,2019,1,"['visionary music group', 'rap', 'hip hop', 'pop rap', '1/10']","hip hop,pop"
miley cyrus,She Is Coming,11-Jun-19,2019,1,"['ep', 'rca', 'pop', 'electropop', 'trap', 'rap', '1/10', 'hip hop']","hip hop,pop"
sam hunt,Southside,11-Apr-20,2020,1,"['mca', 'nashville', 'country', 'other', 'bro-country', '1/10']",country
trippie redd,Pegasus,2-Nov-20,2020,1,"['tenthousand projects', 'rap', 'hip hop', 'emo trap', '1/10']",hip hop
john frusciante,PBX FUNICIULAR INTAGLIO ZONE,16-Oct-12,2012,2,"['record collection', 'experimental rock, art pop, lo-fi, breakbeat electronica, drum and bass']","pop,electronic,rock,experimental"
afi,BURIALS,24-Oct-13,2013,2,"['republic', 'alternative rock, pop punk, soft punk, reverb addiction']","pop,rock,punk"
blood orange,CUPID DELUXE,25-Nov-13,2013,2,"['domino records', 'contemporary r&b, synth funk, synth pop, 80s nostalgia']","pop,r&b,funk"
kid cudi,INDICUD,20-Apr-13,2013,2,"['g.o.o.d. music', 'pop rap, abstract hip hop']","hip hop,pop"
foxygen,...AND STAR POWER,20-Oct-14,2014,2,"['jagjaguwar', 'psychedelic pop, psychedelic rock, garage rock, lo-fi, nostalgic noise and dissonance']","pop,rock,psychedelic"
future,HONEST,30-Apr-14,2014,2,"['sony', 'pop rap, trap rap, uh......r&b....sorta....', 'hip hop']","hip hop,pop,r&b"
john frusciante,ENCLOSURE,22-Apr-14,2014,2,"['record collection', 'experimental rock, synth pop, demo rock, lo-fi']","pop,rock,experimental"
lana del rey,ULTRAVIOLENCE,16-Jun-14,2014,2,"['interscope', 'baroque pop, chamber pop, vintage vocal pop']",pop
partynextdoor,TWO,8-Aug-14,2014,2,"['ovo', 'alternative r&b', 'pop', 'r&b', 'contemporary r&b', 'dancehall']","pop,r&b,dance"
goldlink,"And After That, We Didn't Talk",13-Nov-15,2015,2,"['soulection', 'hip hop', 'rap', 'hip house', 'contemporary r&b', '2/10']","hip hop,r&b,soul,house"
lil dicky,Professional Rapper,7-Aug-15,2015,2,"['david burd', 'rap', 'hip hop', 'novelty', '2/10']",hip hop
a$ap ferg,Always Strive and Prosper,26-Apr-16,2016,2,"['rca', 'rap', 'hip hop', 'trap', 'pop rap', 'hip house', '2/10']","hip hop,pop,house"
spark master tape,Silhouette of a Sunkken City,22-Apr-16,2016,2,"['mixtape', 'self-released', 'rap', 'hip hop', '2/10']",hip hop
eminem,Revival,18-Dec-17,2017,2,"['aftermath', 'rap', 'hip hop', 'pop rap', 'hardcore hip hop', 'political', '2/10']","hip hop,pop"
gas,Narkopop,28-Apr-17,2017,2,"['kompakt', 'electronic', 'germany', 'ambient', 'techno', '2/10']","electronic,techno,ambient"
lil yachty,Teenage Emotions,30-May-17,2017,2,"['quality control music', 'rap', 'hip hop', 'pop rap', 'trap', '2/10']","hip hop,pop"
xxxtentacion,17,28-Aug-17,2017,2,"['empire', 'rap', 'hip hop', 'singer-songwriter', 'lo-fi', 'alternative r&b', 'cloud rap', '2/10']","hip hop,r&b,singer-songwriter"
jaden smith,The Sunset Tapes: A Cool Tape Story,21-Nov-18,2018,2,"['a cool tape story', 'roc nation', 'rap', 'hip hop', 'trap', 'pop rap', 'alternative r&b', '2/10']","hip hop,pop,r&b"
lil yachty,Nuthin' 2 Prove,26-Oct-18,2018,2,"['quality control music', 'rap', 'hip hop', 'trap', 'pop rap', '2/10']","hip hop,pop"
xxxtentacion,Skins,8-Dec-18,2018,2,"['bad vibes', 'rap', 'hip hop', 'emo', 'alternative r&b', 'rap rock', 'nu metal', '2/10']","hip hop,r&b,rock,metal"
blink-182,Nine,28-Sep-19,2019,2,"['columbia', 'rock', 'pop punk', 'electropop', 'pop rock', '2/10']","pop,rock,punk"
gunna,Drip or Drown 2,26-Feb-19,2019,2,"['ysl', 'young stoner life', 'rap', 'hip hop', 'trap', '2/10']",hip hop
greta van fleet,The Battle at Garden's Gate,29-Apr-21,2021,2,"['republic', 'lava', 'rock', 'hard rock', '2/10']",rock
migos,Culture III,15-Jun-21,2021,2,"['quality control', 'rap', 'hip hop', 'trap', '2/10', 'offset', 'quavo', 'takeoff']",hip hop
modest mouse,The Golden Casket,2-Jul-21,2021,2,"['epic', 'rock', 'indie', 'neo-psychedelia', 'indietronic', '2/10']",rock
twenty one pilots,Scaled and Icy,24-May-21,2021,2,"['fueled by ramen', 'tyler joseph', 'pop', 'alternative', '2/10']",pop
arctic monkeys,AM,8-Sep-13,2013,3,"['domino records', 'indie rock, alternative rock']",rock
charli xcx,TRUE ROMANCE,13-May-13,2013,3,"['asylum', 'electropop, synth pop, dance pop']","pop,dance"
edward sharpe & the magnetic zeros,EDWARD SHARPE & THE MAGNETIC ZEROS ,29-Jul-13,2013,3,"['vagrant records', 'indie folk, indie pop, americana, vintage psychedelic pop']","pop,psychedelic,folk"
hopsin,KNOCK MADNESS,3-Dec-13,2013,3,"['funk volume', 'hardcore hip hop, pop rap']","hip hop,pop,funk"
strfkr,MIRACLE MILE,28-Feb-13,2013,3,"['polyvinyl', 'indie pop, synth pop, dance pop, psych pop']","pop,dance"
tegan and sara,HEARTTHROB,4-Feb-13,2013,3,"['warner bros.', 'synth pop, electro pop, top-40 magic']",pop
thundercat,APOCALYPSE,10-Jun-13,2013,3,"['brainfeeder', 'jazz fusion, nu jazz, jazz-funk, contemporary r&b']","r&b,jazz,funk"
travis scott,OWL PHARAOH,27-May-13,2013,3,"['epic, grand hustle', 'trap rap, pop rap, southern hip hop']","hip hop,pop"
chet faker,BUILT ON GLASS,22-Apr-14,2014,3,"['future classic', 'neo-soul, future soul, contemporary r&b, dance pop']","pop,r&b,soul,dance"
glitch mob,LOVE DEATH IMMORTALITY,17-Feb-14,2014,3,"['glass air', 'dubstep, electro, dance-pop']","pop,dance"
lone,REALITY TESTING,20-Jun-14,2014,3,"['r&s records', 'instrumental hip hop, glitch hop, wonky, house, idm']","hip hop,house"
pharrell,G I R L,19-Mar-14,2014,3,"['i am other', 'pop soul, pop, r&b, dance-pop, funk']","pop,r&b,soul,dance,funk"
real estate,ATLAS,11-Mar-14,2014,3,"['domino records', 'jangel pop, indie rock,']","pop,rock"
travi$ scott,DAYS BEFORE RODEO,29-Aug-14,2014,3,"['grand hustle', 'southern hip hop, internet raps, trap rap']",hip hop
citizen,EVERYBODY IS GOING TO HEAVEN,26-Jun-15,2015,3,"['run for cover', 'alternative rock, emo, post-hardcore, grunge']",rock
foxing,Dealer,2-Nov-15,2015,3,"['triple crown', 'rock', 'emo', 'post-rock', '3/10']",rock
hopsin,Pound Syndrome,28-Jul-15,2015,3,"['funk volume', 'hip hop', 'rap', '3/10']","hip hop,funk"
machine gun kelly,General Admission,28-Oct-15,2015,3,"['bad boy', 'rap', 'hip hop', '3/10']",hip hop
portico,LIVING FIELDS,2-Apr-15,2015,3,"['ninja tune', 'art pop, alternative r&b']","pop,r&b"
twin shadow,ECLIPSE,13-Apr-15,2015,3,"['warner bros', 'alternative r&b, arena rock, dangerous nostalgiaa']","r&b,rock"
twitching tongues,Disharmony,30-Oct-15,2015,3,"['metal blade', 'loud rock', 'metalcore', 'myke c-town', '3/10']","rock,metal"
"tyler, the creator",CHERRY BOMB,14-Apr-15,2015,3,"['odd future records', 'neo-soul, hardcore hip hop']","hip hop,soul"
"tyler, the creator",Cherry Bomb,20-Jun-15,2015,3,"['odd future', '3/10', 'neo-soul', 'hardcore hip hop']","hip hop,soul"
willow smith,Ardipithecus,18-Dec-15,2015,3,"['roc nation', 'pop', 'alternative r&b', '3/10']","pop,r&b"
yelawolf,LOVE STORY,27-Apr-15,2015,3,"['shady records', 'contemporary country, pop rap', 'hip hop']","hip hop,pop,country"
daughter,Not to Disappear,21-Jan-16,2016,3,"['4ad', 'rock', 'indie pop', 'dream pop', 'post-rock', 'slowcore', '3/10']","pop,rock"
green day,Revolution Radio,14-Oct-16,2016,3,"['reprise', 'rock', 'pop punk', 'alternative rock', '3/10']","pop,rock,punk"
kodak black,Lil Big Pac,25-Jun-16,2016,3,"['mixtape', 'dollaz n dealz', 'rap', 'hip hop', 'trap', '3/10']",hip hop
lil uzi vert,The Perfect LUV Tape,16-Aug-16,2016,3,"['mixtape', 'rap', 'hip hop', 'trap', 'cloud rap', 'pop rap', '3/10']","hip hop,pop"
m83,Junk,17-Apr-16,2016,3,"['mute', 'pop', 'indietronica', 'synthpop', 'disco', 'boogie', '3/10']",pop
the strokes,Future Present Past,6-Jun-16,2016,3,"['ep', 'cult', 'rock', 'indie rock', 'lo-fi', 'pop rock', 'post-punk', 'new wave', '3/10']","pop,rock,punk"
travis scott,Birds in the Trap Sing McKnight,7-Sep-16,2016,3,"['grand hustle', 'rap', 'hip hop', 'southern', 'trap', 'pop rap', 'contemporary r&b', 'dancehall', '3/10']","hip hop,pop,r&b,dance"
21 savage,Issa Album,10-Jul-17,2017,3,"['rap', 'hip hop', 'trap', 'southern hip hop', 'pop rap', '3/10']","hip hop,pop"
lil uzi vert,Luv Is Rage 2,27-Aug-17,2017,3,"['atlantic', 'rap', 'hip hop', 'trap', '3/10']",hip hop
macklemore,Gemini,27-Sep-17,2017,3,"['bendo', 'rap', 'hip hop', 'pop rap', '3/10']","hip hop,pop"
shabazz palaces,Quazarz,27-Jul-17,2017,3,"['sub pop', 'rap', 'hip hop', 'experimental hip hop', 'abstract hip hop', 'cloud rap', '3/10', '5/10']","hip hop,pop,experimental"
6ix9ine,Day69,26-Feb-18,2018,3,"['mixtape', 'scum gang', 'soundcloud', 'rap', 'hip hop', 'trap', 'crunk', '3/10']",hip hop
justin timberlake,Man of the Woods,5-Feb-18,2018,3,"['rca', 'pop', 'contemporary r&b', 'synth funk', 'country', '3/10']","pop,r&b,funk,country"
mac miller,Swimming,9-Aug-18,2018,3,"['warner bros', 'rap', 'hip hop', 'pop rap', 'alternative r&b', 'neo-soul', '3/10']","hip hop,pop,r&b,soul"
russ,Zoo,14-Sep-18,2018,3,"['columbia', 'rap', 'hip hop', 'trap', 'pop rap', '3/10']","hip hop,pop"
tory lanez,Memories Don't Die,6-Mar-18,2018,3,"['interscope', 'rap', 'hip hop', 'r&b', 'trap', 'dancehall', '3/10']","hip hop,r&b,dance"
"tyler, the creator",Music Inspired by Illumination & Dr. Seuss' The Grinch,27-Nov-18,2018,3,"['columbia', 'rap', 'hip hop', 'neo-soul', 'christmas', 'pop rap', 'holiday', '3/10']","hip hop,pop,soul"
valee,"GOOD Job, You Found Me",13-Aug-18,2018,3,"['ep', 'g.o.o.d. music', 'rap', 'hip hop', 'trap', '3/10']",hip hop
pi'erre bourne,The Life of Pi'erre 4,9-Jul-19,2019,3,"['interscope', 'rap', 'hip hop', 'trap', 'alternative r&b', '3/10']","hip hop,r&b"
drake,Care Package,16-Aug-19,2019,3,"['ovo', 'rap', 'hip hop', 'pop rap', 'contemporary r&b', '3/10', 'compilation']","hip hop,pop,r&b"
have a nice life,Sea of Worry,25-Nov-19,2019,3,"['enemies list', 'rock', 'post-punk', 'goth', '3/10']","rock,punk"
jaden,ERYS,8-Jul-19,2019,3,"['roc nation', 'rap', 'hip hop', 'pop rap', 'trap', 'alternative r&b', 'rap rock', '3/10']","hip hop,pop,r&b,rock"
mac demarco,Here Comes the Cowboy,18-May-19,2019,3,"[""mac's"", 'self-released', 'singer-songwriter', 'other', 'indie pop', 'soft rock', 'slowcore', '3/10']","pop,rock,singer-songwriter"
maggie rogers,Heard It in a Past Life,6-Feb-19,2019,3,"['capitol', 'pop', 'synthpop', '3/10']",pop
steve lacy,Apollo XXI,3-Jun-19,2019,3,"['3qtr', 'pop', 'neo-soul', 'neo-psychedelia', '3/10']","pop,soul"
paysage d'hiver,Im Wald,20-Jul-20,2020,3,"['kunsthall', 'metal', 'loud rock', 'black metal', 'atmospheric', 'ambient', '3/10']","ambient,rock,metal"
6ix9ine,TattleTales,7-Sep-20,2020,3,"['tattle tales', 'create music group', 'rap', 'hip hop', 'pop rap', 'reggaeton', '3/10']","hip hop,pop"
deftones,Ohms,1-Oct-20,2020,3,"['reprise', 'loud rock', 'alternative metal', '3/10']","rock,metal"
drake,Dark Lane Demo Tapes,4-May-20,2020,3,"['mixtape', 'ovo', 'rap', 'hip hop', 'r&b', 'trap', 'pop rap', '3/10']","hip hop,pop,r&b"
future,High Off Life,18-May-20,2020,3,"['epic', 'rap', 'hip hop', 'trap', '3/10']",hip hop
khruangbin,Mordechai,30-Jun-20,2020,3,"['rock', 'dead oceans', 'psych', 'psychedelic', '3/10']","rock,psychedelic"
lil tecca,Virgo World,22-Sep-20,2020,3,"['republic', 'rap', 'hip hop', 'pop rap', 'dancehall', '3/10']","hip hop,pop,dance"
lil yachty,Lil Boat 3,12-Jun-20,2020,3,"['quality control', 'rap', 'hip hop', 'trap', '3/10']",hip hop
reason,New Beginnings,15-Oct-20,2020,3,"['tde', 'top dawg', 'rap', 'hip hop', 'west coast', '3/10']",hip hop
"sufjan stevens<,>lowell brams",Aporia,31-Mar-20,2020,3,"['aporia', 'collab', 'collaboration', 'asthmatic kitty', 'electronic', 'ambient', 'new age', '3/10']","electronic,ambient"
eminem,Music to Be Murdered By - Side B,13-Jan-21,2021,3,"['side b', 'deluxe', 'rap', 'hip hop', 'shady', 'horrorcore', 'hardcore hip hop', 'pop rap', 'trap', '3/10']","hip hop,pop"
florida georgia line,Life Rolls On,15-Feb-21,2021,3,"['big machine', 'pop', 'country', 'bro-country', '3/10']","pop,country"
girl in red,if i could make it go quiet,5-May-21,2021,3,"['debut', 'serotonin', 'you stupid bitch', 'world in red', 'pop', 'indie', 'singer', 'songwriter', 'bedroom pop', '3/10']",pop
justin bieber,Justice,22-Mar-21,2021,3,"['def jam', 'pop', '3/10']",pop
between the buried and me,THE PARALLAX II: FUTURE SEQUENCE,19-Oct-12,2012,4,"['metal blade', 'progressive metal, progressive rock, metalcore']","rock,metal"
chief keef,FINALLY RICH,19-Dec-12,2012,4,"['interscope', 'trap rap', 'hip hop']",hip hop
crystal castles,III,13-Nov-12,2012,4,"['fiction & casablanca & universal rebpublic', 'electronic, electropop, dream pop, darkened dancepop']","pop,electronic,dance"
macintosh plus,FLORAL SHOPPE,28-Nov-12,2012,4,"['beer on the rug', 'plunderphonics, experimental, ambient, synth funk, chopped & screwed']","funk,ambient,experimental"
the soft moon,ZEROS,1-Nov-12,2012,4,"['captured tracks', 'gothic rock, post-punk, synth punk, cold wave']","rock,punk"
cults,STATIC,21-Oct-13,2013,4,"['columbia', 'indie pop, twee pop, vintage nostalgia sugar magic']",pop
iggy and the stooges,READY TO DIE,28-Apr-13,2013,4,"['fat possum', ""garage rock, hard rock, punk rock, rock 'n' roll""]","rock,punk"
jonathan rado,LAW & ORDER,4-Sep-13,2013,4,"['woodsist', ""psychedelic pop, garage rock, synth pop, brit pop, mod rock, lo-fi rock 'n' roll""]","pop,rock,psychedelic"
sky ferreira,NIGHT TIME MY TIME,24-Nov-13,2013,4,"['capitol', 'synth pop, noise pop, alternative dance']","pop,dance"
tech n9ne,SOMETHING ELSE,8-Aug-13,2013,4,"['strange music', 'hardcore hip hop, pop rap, rap metal']","hip hop,pop,metal"
the men,NEW MOON,6-Mar-13,2013,4,"['sacred bones', 'alt-country, garage rock, psych rock, indie rock, kinda sorta folk rock with an attitude']","rock,folk,country"
the national,TROUBLE WILL FIND ME,21-May-13,2013,4,"['4ad', 'chamber pop, indie rock']","pop,rock"
toro y moi,ANYTHING IN RETURN,14-Jan-13,2013,4,"['carpark', 'synth funk, synth pop, dance pop']","pop,dance,funk"
beck,MORNING PHASE,3-Mar-14,2014,4,"['capitol', 'singer-songwriter, folky slowness']","singer-songwriter,folk"
childish gambino,STN MTN,14-Oct-14,2014,4,"['kauai', 'southern hip hop, pop rap, new atlanta, contemporary r&b, pop']","hip hop,pop,r&b"
coldplay,GHOST STORIES,3-Jun-14,2014,4,"['parlophone', 'pop rock, dream pop, ambient pop, sterile pop rock']","pop,ambient,rock"
fallujah,THE FLESH PREVAILS,28-Jul-14,2014,4,"['unique leader', 'technical death metal, progressive metal']",metal
parquet courts,SUNBATHING ANIMAL,5-Jun-14,2014,4,"[""what's your rupture?"", 'post-punk, indie rock, garage rock, punk rock']","rock,punk"
pianos become the teeth,KEEP YOU,12-Nov-14,2014,4,['alternative rock'],rock
pixies,INDIE CINDY,24-Apr-14,2014,4,"['pixies music', 'indie rock, alternative rock, pop rock']","pop,rock"
raury,INDIGO CHILD,27-Aug-14,2014,4,"['self-released', 'indie folk, hip hop']","hip hop,folk"
sza,Z,10-Apr-14,2014,4,"['top dawg entertainment', 'contemporary r&b, art pop']","pop,r&b"
the black keys,TURN BLUE,14-May-14,2014,4,"['nonesuch', 'garage rock, blues rock, psychedelic rock, psych pop, soul']","pop,soul,rock,psychedelic"
the roots,...AND THEN YOU SHOOT YOUR COUSIN,23-May-14,2014,4,"['def jam', 'hardcore hip hop, conscious hip hop']",hip hop
various artists,SHADY XV,4-Dec-14,2014,4,"['shady records', 'hardcore hip hop, pop rap, horrorcore']","hip hop,pop"
watsky,ALL YOU CAN DO,20-Aug-14,2014,4,"['self-released, i think', 'pop rap', 'hip hop']","hip hop,pop"
yung lean,UNKNOWN MEMORY,22-Sep-14,2014,4,"['lean enterprises inc.', 'cloud rap', 'hip hop']",hip hop
archy marshall,A New Place 2 Drown,14-Dec-15,2015,4,"['a new place 2 drown', 'true panther', 'rap', 'hip hop', 'downtempo', 'alternative r&b', '4/10']","hip hop,r&b"
donnie trumpet & the social experiment,SURF,4-Jun-15,2015,4,"['self-releasled? itunes released?', 'jazz, hip hop, neo-soul']","hip hop,soul,jazz"
fidlar,Too,11-Sep-15,2015,4,"['mom + pop', 'rock', 'garage punk', '4/10']","pop,rock,punk"
g-eazy,When It's Dark Out,11-Dec-15,2015,4,"['rca', 'rap', 'hip hop', '4/10']",hip hop
heems,EAT. PRAY. THUG.,10-Mar-15,2015,4,"['megaforce', 'pop rap, trap rap, east coast hip hop, conscious hip hop, abstract hip hp']","hip hop,pop"
lil wayne,FWA,10-Jul-15,2015,4,"['free weezy tidal', 'hip hop', 'rap', '4/10']",hip hop
m.e.d. blu and madlib,Bad Neighbor,4-Nov-15,2015,4,"['madlib', 'bad neighbor', 'bang ya head', 'rap', 'hip hop', 'west coast', 'lo-fi', '4/10']",hip hop
panda bear,PANDA BEAR MEETS THE GRIM REAPER,15-Jan-15,2015,4,"['domino', 'psychedelic pop']","pop,psychedelic"
purity ring,ANOTHER ETERNITY,31-Mar-15,2015,4,"['4ad', 'synth pop, electropop']",pop
ratking,700-FILL,20-Jun-15,2015,4,"['mixtape', '4/10', 'xl', 'east coast hip hop', 'hardcore hip hop', 'abstract hip hop', 'rap']",hip hop
refused,Freedom,2-Jul-15,2015,4,"['epitaph', 'post-hardcore', 'rock', 'glam', '4/10']",rock
title fight,HYPERVIEW,28-Jan-15,2015,4,"['anti-', 'indie rock, shoegaze, twangy dream rock']",rock
titus andronicus,The Most Lamentable Tragedy,30-Jul-15,2015,4,"['merge', 'rock', 'punk', 'indie', 'rock opera', '4/10']","rock,punk"
twenty one pilots,BLURRY FACE,21-May-15,2015,4,"['fueled by ramen', 'pop, pop rap, gentrified reggae jams, dubstep fusion', 'hip hop']","hip hop,pop"
wale,THE ALBUM ABOUT NOTHING,8-May-15,2015,4,"['mmg', 'pop rap', 'hip hop']","hip hop,pop"
wavves,V,7-Oct-15,2015,4,"['warner bros', 'rock', 'indie', 'surf punk', 'power pop', '4/10']","pop,rock,punk"
crystal castles,Amnesty (I),24-Aug-16,2016,4,"['fiction', 'electronic', 'witch house', 'electropop', 'synthpop', 'electro-industrial', 'goth', '4/10']","pop,electronic,house"
deftones,Gore,14-Apr-16,2016,4,"['reprise', 'loud rock', 'alternative metal', '4/10']","rock,metal"
domo genesis,Genesis,2-Apr-16,2016,4,"['odd future', 'rap', 'hip hop', 'west coast', 'neo-soul', '4/10']","hip hop,soul"
drake,Views,2-May-16,2016,4,"['young money', 'ovo', 'rap', 'hip hop', 'pop', 'dancehall', 'contemporary r&b', '4/10']","hip hop,pop,r&b,dance"
explosions in the sky,The Wilderness,7-Apr-16,2016,4,"['temporary residence', 'rock', 'post-rock', 'instrumental', 'ambient', '4/10']","ambient,rock"
